Roll Year,Jurisdiction,Roll Number (Formatted),Mailing Address Line 6,Situs Unit Number,Situs Street Address,Previous Roll Value,Actual Value Land Total,Actual Value Impr Total,Actual Value Total
2023,District of Oak Bay,01-0391-00,V9C 3A6,,2409 CURRIE,1139900,1152000,67600,1219600
2023,District of Oak Bay,01-0392-00,V8R 1G2,, CURRIE,224000,258000,0,258000
2023,District of Oak Bay,01-0393-00,V8R 1G2,, BEACH,1321000,1536000,0,1536000
2023,District of Oak Bay,01-0394-00,V8R 1G2,,1327 BEACH,1781000,2051000,17600,2068600
2023,District of Oak Bay,01-0394-02,V8R 1G2,,1327 BEACH,4651000,3876000,873000,4749000
2023,District of Oak Bay,01-0394-02,V8R 1G2,,1327 BEACH,4651000,3876000,873000,4749000
2023,District of Oak Bay,01-0394-02,V8S 2N4,,1327 BEACH,4651000,3876000,873000,4749000
2023,District of Oak Bay,01-0394-02,V8S 2N4,,1327 BEACH,4651000,3876000,873000,4749000
2023,District of Oak Bay,01-0394-03,V8S 2N4,,1327 BEACH,11034000,10557000,943000,11500000
2023,District of Oak Bay,01-0394-03,V8S 2N4,,1327 BEACH,11034000,10557000,943000,11500000
2023,District of Oak Bay,01-0394-03,V9T 6J9,,1327 BEACH,11034000,10557000,943000,11500000
2023,District of Oak Bay,01-0394-03,V9T 6J9,,1327 BEACH,11034000,10557000,943000,11500000
2023,District of Oak Bay,01-0394-03,V8R 1G2,,1327 BEACH,11034000,10557000,943000,11500000
2023,District of Oak Bay,01-0394-03,V8R 1G2,,1327 BEACH,11034000,10557000,943000,11500000
2023,District of Oak Bay,01-0395-00,V8R 1G2,,1327 BEACH,215600,232000,2300,234300
2023,District of Oak Bay,01-0396-00,V8R 1G2,, BEACH,958000,1107000,0,1107000
2023,District of Oak Bay,01-0397-00,V8R 1G2,, BEACH,218000,251000,0,251000
2023,District of Oak Bay,01-0398-00,V8R 1G2,, NEWPORT,813000,940000,0,940000
2023,District of Oak Bay,01-0399-00,V8R 1G2,,2451 WINDSOR,2469000,2847000,0,2847000
2023,District of Oak Bay,01-0400-00,V8R 1G2,, WINDSOR,3486000,4022000,0,4022000
2023,District of Oak Bay,01-0401-00,V8R 1G2,, WINDSOR,4311000,4258000,683000,4941000
2023,District of Oak Bay,01-0402-00,V8R 1G2,, WINDSOR,797000,918000,0,918000
2023,District of Oak Bay,01-0403-00,V8R 1G2,, WINDSOR,797000,918000,0,918000
2023,District of Oak Bay,02-0404-01,V6J 4X9,,1266 NEWPORT,4977000,1727000,3744000,5471000
2023,District of Oak Bay,02-0405-01,V8S 5A5,,1307 TRANSIT,1518000,1298000,385000,1683000
2023,District of Oak Bay,02-0405-02,V8S 5A5,,1327 TRANSIT,1848000,1267000,750000,2017000
2023,District of Oak Bay,02-0406-00,V8L 1K9,,1210 NEWPORT,3193000,2591000,1225000,3816000
2023,District of Oak Bay,02-0407-00,V8S 4Z2,,1321 ST. DAVID,2027000,1872000,305000,2177000
2023,District of Oak Bay,02-0408-00,V8S 5A3,,1318 TRANSIT,3312000,2667000,916000,3583000
2023,District of Oak Bay,02-0412-00,V8S 4Z2,,1397 ST. DAVID,2113000,1668000,649000,2317000
2023,District of Oak Bay,02-0415-00,V8S 4X2,,1446 OLIVER,1390000,1315000,177000,1492000
2023,District of Oak Bay,02-0416-00,V8S 4X2,,1428 OLIVER,2454000,1315000,1456000,2771000
2023,District of Oak Bay,02-0417-00,V8S 4X2,,1412 OLIVER,1711000,1380000,478000,1858000
2023,District of Oak Bay,02-0418-00,V8S 4X2,,1398 OLIVER,1464000,1381000,191000,1572000
2023,District of Oak Bay,02-0419-00,V8S 4X2,,1386 OLIVER,1672000,1381000,413000,1794000
2023,District of Oak Bay,02-0422-00,V8S 2G2,,2280 BRIGHTON,1362000,1280000,188000,1468000
2023,District of Oak Bay,02-0423-00,V8S 4V9,,1329 MONTEREY,1288000,1210000,187000,1397000
2023,District of Oak Bay,02-0423-00,V8S 4V9,,1329 MONTEREY,1288000,1210000,187000,1397000
2023,District of Oak Bay,02-0424-00,V8S 4V9,,1345 MONTEREY,1368000,1210000,269000,1479000
2023,District of Oak Bay,02-0424-00,V8S 4V9,,1345 MONTEREY,1368000,1210000,269000,1479000
2023,District of Oak Bay,02-0425-00,V8S 4V9,,1393 MONTEREY,1709000,1304000,544000,1848000
2023,District of Oak Bay,02-0426-00,V8S 4V9,,1401 MONTEREY,1728000,1366000,491000,1857000
2023,District of Oak Bay,02-0426-00,V8S 4V9,,1401 MONTEREY,1728000,1366000,491000,1857000
2023,District of Oak Bay,02-0427-00,V8S 4V9,,1415 MONTEREY,1505000,1236000,394000,1630000
2023,District of Oak Bay,02-0428-00,V8R 1G2,,1429 MONTEREY,615200,708000,10500,718500
2023,District of Oak Bay,02-0433-00,V8R 1H3,,2247 OAK BAY,6617000,1997000,4759000,6756000
2023,District of Oak Bay,02-0433-00,V8V 3K2,,2247 OAK BAY,6617000,1997000,4759000,6756000
2023,District of Oak Bay,02-0434-00,V8S 3E6,,2347 WINDSOR,1409000,1304000,233000,1537000
2023,District of Oak Bay,02-0434-00,V8S 3E6,,2347 WINDSOR,1409000,1304000,233000,1537000
2023,District of Oak Bay,02-0435-00,V8S 4Y2,,1081 ST. PATRICK,2316000,1396000,1126000,2522000
2023,District of Oak Bay,02-0436-00,V8S 3E6,,2353 WINDSOR,1485000,1323000,279000,1602000
2023,District of Oak Bay,02-0437-00,V8S 4Y8,,1084 ST. DAVID,1361000,1323000,159000,1482000
2023,District of Oak Bay,02-0438-00,V8S 4Y8,,1070 ST. DAVID,1390000,1401000,106000,1507000
2023,District of Oak Bay,02-0439-00,V4A 1V7,,1071 ST. PATRICK,1296000,1388000,1000,1389000
2023,District of Oak Bay,02-0440-00,V8S 5C1,,2302 WINDSOR,2522000,1323000,1746000,3069000
2023,District of Oak Bay,02-0441-00,V8R 3K5,,2314 WINDSOR,1250000,1322000,900000,2222000
2023,District of Oak Bay,02-0442-10,V8S 3E3,,2320 WINDSOR,2291000,1723000,812000,2535000
2023,District of Oak Bay,02-0443-00,V8S 4Y4,,1148 ST. PATRICK,1793000,1415000,537000,1952000
2023,District of Oak Bay,02-0444-00,V8S 4X1,,1149 OLIVER,1500000,1415000,193000,1608000
2023,District of Oak Bay,02-0445-00,V8S 4X1,,1165 OLIVER,1879000,1508000,571000,2079000
2023,District of Oak Bay,02-0446-00,V8S 4X1,,1183 OLIVER,1629000,1508000,239000,1747000
2023,District of Oak Bay,02-0447-00,V8S 4Y4,,1182 ST. PATRICK,1899000,1570000,514000,2084000
2023,District of Oak Bay,02-0448-00,V8S 4Y4,,1164 ST. PATRICK,1500000,1445000,166000,1611000
2023,District of Oak Bay,02-0451-00,V8S 4H9,,1001 FOUL BAY,1535000,1274000,377000,1651000
2023,District of Oak Bay,02-0452-00,V8S 4P8,,1330 MITCHELL,1573000,1351000,354000,1705000
2023,District of Oak Bay,02-0453-00,V8S 4H9,,977 FOUL BAY,1395000,1265000,257000,1522000
2023,District of Oak Bay,02-0454-00,V8S 4P8,,1334 MITCHELL,1103000,1015000,203000,1218000
2023,District of Oak Bay,02-0455-00,V8S 4P8,,1346 MITCHELL,1004600,1015000,69300,1084300
2023,District of Oak Bay,02-0459-00,V8S 2E6,,2076 BRIGHTON,1454000,1370000,193000,1563000
2023,District of Oak Bay,02-0460-00,V8S 4P9,,1333 MITCHELL,1293800,1301000,87900,1388900
2023,District of Oak Bay,02-0467-00,V8S 3G5,,2099 GRANITE,1615000,1368000,362000,1730000
2023,District of Oak Bay,02-0468-00,V8S 4P5,,1388 VICTORIA,1424000,1294000,245000,1539000
2023,District of Oak Bay,02-0469-00,V8S 4P5,,1372 VICTORIA,1560000,1337000,364000,1701000
2023,District of Oak Bay,02-0470-00,V8S 4P5,,0 VICTORIA,67400,71800,0,71800
2023,District of Oak Bay,02-0471-00,V8S 4P5,,1358 VICTORIA,1567000,1239000,476000,1715000
2023,District of Oak Bay,02-0472-00,V8S 4P5,,1344 VICTORIA,2534000,2115000,653000,2768000
2023,District of Oak Bay,02-0472-00,V8S 4P5,,1344 VICTORIA,2534000,2115000,653000,2768000
2023,District of Oak Bay,02-0473-00,V8S 4P5,,1312 VICTORIA,1858000,1363000,650000,2013000
2023,District of Oak Bay,02-0474-00,V8S 2E6,,2100 BRIGHTON,1694000,1420000,422000,1842000
2023,District of Oak Bay,02-0480-00,V8W 1G2,,2571 CADBORO BAY,2841000,2570000,332000,2902000
2023,District of Oak Bay,02-0480-00,V8W 1G2,,2571 CADBORO BAY,2841000,2570000,332000,2902000
2023,District of Oak Bay,02-0482-00,V8R 2S4,,2325 ESTEVAN,1762000,1462000,463000,1925000
2023,District of Oak Bay,02-0483-00,V8R 2S4,,2335 ESTEVAN,1938000,1493000,719000,2212000
2023,District of Oak Bay,02-0484-00,V8R 2S4,,2345 ESTEVAN,1571000,1438000,297000,1735000
2023,District of Oak Bay,02-0485-00,V8R 2S4,,2355 ESTEVAN,1615000,1380000,400000,1780000
2023,District of Oak Bay,02-0486-00,V8N 4T7,,2367 ESTEVAN,1288400,1318000,93000,1411000
2023,District of Oak Bay,02-0487-00,V8R 2S4,,2377 ESTEVAN,1643000,1250000,581000,1831000
2023,District of Oak Bay,02-0489-00,V8R 2S4,,2407 ESTEVAN,1334000,1268000,217000,1485000
2023,District of Oak Bay,02-0490-00,V8R 2S4,,2417 ESTEVAN,1168000,905000,363000,1268000
2023,District of Oak Bay,02-0491-00,V8R 5J3,,2609 CADBORO BAY,990000,912000,183000,1095000
2023,District of Oak Bay,02-0492-00,V8R 5J3,,2617 CADBORO BAY,1201000,912000,401000,1313000
2023,District of Oak Bay,02-0493-00,V8R 5J3,,2625 CADBORO BAY,997000,912000,162000,1074000
2023,District of Oak Bay,02-0494-00,V8R 5J3,,2633 CADBORO BAY,942000,912000,113000,1025000
2023,District of Oak Bay,02-0495-00,V8R 5J3,,2641 CADBORO BAY,1003000,922000,169000,1091000
2023,District of Oak Bay,02-0496-00,V8R 2V6,,2363 PACIFIC,1453000,1365000,217000,1582000
2023,District of Oak Bay,02-0497-00,V8R 2S5,,2326 ESTEVAN,1369000,1307000,192000,1499000
2023,District of Oak Bay,02-0498-00,V8R 2S5,,2336 ESTEVAN,1354000,1326000,169000,1495000
2023,District of Oak Bay,02-0499-00,V8R 3T2,,2346 ESTEVAN,1299000,1358000,70000,1428000
2023,District of Oak Bay,02-0500-00,V8N 3W8,,2358 ESTEVAN,1280500,1347000,54600,1401600
2023,District of Oak Bay,02-0501-00,V8R 2S5,,2370 ESTEVAN,1354000,1336000,80400,1416400
2023,District of Oak Bay,02-0502-00,V8R 2S5,,2378 ESTEVAN,1590000,1323000,421000,1744000
2023,District of Oak Bay,02-0503-00,V8R 2S5,,2386 ESTEVAN,1418000,1313000,244000,1557000
2023,District of Oak Bay,02-0504-00,V8R 2S5,,2396 ESTEVAN,1425000,1302000,273000,1575000
2023,District of Oak Bay,02-0505-00,V8R 2S5,,2404 ESTEVAN,1275900,1288000,120000,1408000
2023,District of Oak Bay,02-0506-00,V8R 2S5,,2412 ESTEVAN,2015000,1371000,929000,2300000
2023,District of Oak Bay,02-0507-00,V8Z 1E8,, MUSGRAVE,480000,562000,0,562000
2023,District of Oak Bay,02-0508-00,V8Z 1E8,, MUSGRAVE,495000,573000,0,573000
2023,District of Oak Bay,02-0509-00,V8R 1G2,, MUSGRAVE,595000,696000,0,696000
2023,District of Oak Bay,02-0510-00,V8R 1G2,, MUSGRAVE,681000,796000,0,796000
2023,District of Oak Bay,02-0511-00,V8R 1G2,, MUSGRAVE,774000,899000,0,899000
2023,District of Oak Bay,02-0512-00,V8R 1G2,, MUSGRAVE,855000,987000,0,987000
2023,District of Oak Bay,02-0513-00,V8R 5Y2,,2380 MUSGRAVE,1650000,1438000,389000,1827000
2023,District of Oak Bay,02-0514-00,V8R 5Y2,,2390 MUSGRAVE,1363000,1322000,166000,1488000
2023,District of Oak Bay,02-0514-00,V8R 5Y2,,2390 MUSGRAVE,1363000,1322000,166000,1488000
2023,District of Oak Bay,02-0515-00,V8R 2S4,,2495 ESTEVAN,1420000,1381000,164000,1545000
2023,District of Oak Bay,02-0515-00,V8R 2S4,,2495 ESTEVAN,1420000,1381000,164000,1545000
2023,District of Oak Bay,02-0515-00,V8R 2S4,,2495 ESTEVAN,1420000,1381000,164000,1545000
2023,District of Oak Bay,02-0516-00,V8R 5Y9,,2541 ESTEVAN,2313000,1133000,1650000,2783000
2023,District of Oak Bay,02-0516-00,V8R 2S6,,2541 ESTEVAN,2313000,1133000,1650000,2783000
2023,District of Oak Bay,02-0517-00,V8R 1G1,,2531 ESTEVAN,1450900,1079000,511000,1590000
2023,District of Oak Bay,02-0518-00,V8R 2S6,,2525 ESTEVAN,1463000,1080000,414000,1494000
2023,District of Oak Bay,02-0519-00,V8V 0G3,,2515 ESTEVAN,2315000,1079000,1574000,2653000
2023,District of Oak Bay,02-0520-00,V8R 1G1,,2509 ESTEVAN,1615000,1133000,705000,1838000
2023,District of Oak Bay,02-0521-00,V8R 5Y1,,2435 MUSGRAVE,1116700,1181000,45200,1226200
2023,District of Oak Bay,02-0522-00,V8R 5Y1,,2425 MUSGRAVE,1318000,1251000,182000,1433000
2023,District of Oak Bay,02-0523-00,V8R 5Y1,,2405 MUSGRAVE,1347000,1251000,217000,1468000
2023,District of Oak Bay,02-0523-00,V8R 5Y1,,2405 MUSGRAVE,1347000,1251000,217000,1468000
2023,District of Oak Bay,02-0524-00,V8R 5Y1,,2397 MUSGRAVE,1285000,1251000,152000,1403000
2023,District of Oak Bay,02-0525-00,V8R 5Y1,,2383 MUSGRAVE,1291000,1251000,159000,1410000
2023,District of Oak Bay,02-0526-00,V8R 5Y1,,2369 MUSGRAVE,1330000,1251000,196000,1447000
2023,District of Oak Bay,02-0527-00,V8R 5Y1,,2355 MUSGRAVE,1275000,1251000,136000,1387000
2023,District of Oak Bay,02-0528-00,V8R 5Y1,,2339 MUSGRAVE,1402000,1251000,272000,1523000
2023,District of Oak Bay,02-0529-00,V8R 5Y1,,2325 MUSGRAVE,1396000,1251000,241000,1492000
2023,District of Oak Bay,02-0530-00,V8R 5Y1,,2311 MUSGRAVE,1256000,1251000,121000,1372000
2023,District of Oak Bay,02-0531-00,V8R 5Y1,,2297 MUSGRAVE,1305000,1251000,173000,1424000
2023,District of Oak Bay,02-0532-00,V8R 5Y1,,2283 MUSGRAVE,1295000,1251000,161000,1412000
2023,District of Oak Bay,02-0533-00,V8R 1G2,, MUSGRAVE,220000,253000,0,253000
2023,District of Oak Bay,02-0534-00,V8R 5Y9,,2310 DUNLEVY,1359100,1390000,100000,1490000
2023,District of Oak Bay,02-0536-00,V8R 5Z2,,2544 DUNLEVY,3797000,2267000,2332000,4599000
2023,District of Oak Bay,02-0537-00,V8V 3K2,,2522 ESTEVAN,1745000,1079000,1017000,2096000
2023,District of Oak Bay,02-0538-00,V8X 3W4,,2518 ESTEVAN,2076000,1079000,1667000,2746000
2023,District of Oak Bay,02-0538-00,V8X 3W4,,2518 ESTEVAN,2076000,1079000,1667000,2746000
2023,District of Oak Bay,02-0539-00,V8W 3G3,,2510 ESTEVAN,1611000,1134000,512000,1646000
2023,District of Oak Bay,02-0540-00,V8R 5Y3,,2547 MUSGRAVE,1335000,1181000,278000,1459000
2023,District of Oak Bay,02-0541-00,V8R 5Y3,,2559 MUSGRAVE,1327000,1293000,171000,1464000
2023,District of Oak Bay,02-0542-00,V8R 5Y3,,2571 MUSGRAVE,1398000,1306000,217000,1523000
2023,District of Oak Bay,02-0543-00,V8R 5Y3,,2583 MUSGRAVE,1341000,1320000,139000,1459000
2023,District of Oak Bay,02-0544-00,V8R 5Y3,,2595 MUSGRAVE,1555000,1320000,392000,1712000
2023,District of Oak Bay,02-0545-00,V8R 5Y3,,2607 MUSGRAVE,1381000,1348000,159000,1507000
2023,District of Oak Bay,02-0546-00,V8R 5Y3,,2621 MUSGRAVE,2236000,1348000,1118000,2466000
2023,District of Oak Bay,02-0547-00,V8R 5Y3,,2635 MUSGRAVE,1637000,1348000,450000,1798000
2023,District of Oak Bay,02-0548-00,V8R 5Y3,,2649 MUSGRAVE,1356000,1348000,151000,1499000
2023,District of Oak Bay,02-0549-00,V8R 5Y3,,2663 MUSGRAVE,1630000,1348000,418000,1766000
2023,District of Oak Bay,02-0550-00,V8R 5Y3,,2677 MUSGRAVE,1426000,1348000,206000,1554000
2023,District of Oak Bay,02-0551-00,V8R 5Z2,,2548 DUNLEVY,1429000,1390000,164000,1554000
2023,District of Oak Bay,02-0552-00,V8R 5Z2,,2560 DUNLEVY,1446000,1390000,187000,1577000
2023,District of Oak Bay,02-0553-00,V8R 5Z2,,2564 DUNLEVY,1430000,1390000,171000,1561000
2023,District of Oak Bay,02-0554-00,V8R 5Z2,,2584 DUNLEVY,1431000,1390000,163000,1553000
2023,District of Oak Bay,02-0555-00,V8R 5Z2,,2596 DUNLEVY,1474000,1390000,227000,1617000
2023,District of Oak Bay,02-0556-00,V8R 5Z2,,2608 DUNLEVY,1300000,1390000,46800,1436800
2023,District of Oak Bay,02-0557-00,V8R 5Z2,,2622 DUNLEVY,1406000,1390000,145000,1535000
2023,District of Oak Bay,02-0558-00,V8R 5Z2,,2636 DUNLEVY,1421000,1390000,156000,1546000
2023,District of Oak Bay,02-0559-00,V8R 5Z2,,2650 DUNLEVY,1396000,1390000,134000,1524000
2023,District of Oak Bay,02-0560-00,,,2664 DUNLEVY,1507000,1390000,255000,1645000
2023,District of Oak Bay,02-0561-00,V8R 5Z2,,2678 DUNLEVY,1433000,1390000,172000,1562000
2023,District of Oak Bay,02-0562-00,V8R 2S8,,2591 ESTEVAN,1349000,1343000,133000,1476000
2023,District of Oak Bay,02-0563-00,V8R 2S8,,2583 ESTEVAN,1380000,1343000,168000,1511000
2023,District of Oak Bay,02-0564-00,V8R 2S8,,2575 ESTEVAN,1356000,1343000,142000,1485000
2023,District of Oak Bay,02-0565-00,V8R 2S8,,2567 ESTEVAN,2600000,2686000,17800,2703800
2023,District of Oak Bay,02-0565-00,V8R 2S8,,2567 ESTEVAN,2600000,2686000,17800,2703800
2023,District of Oak Bay,02-0566-00,V8R 2S8,,2439 DUNLEVY,1317100,1390000,53200,1443200
2023,District of Oak Bay,02-0567-00,V8R 5Z1,,2425 DUNLEVY,1378000,1390000,114000,1504000
2023,District of Oak Bay,02-0568-00,V8R 5Z1,,2405 DUNLEVY,1730000,1623000,251000,1874000
2023,District of Oak Bay,02-0569-00,V8R 5Z1,,2383 DUNLEVY,1612000,1624000,136000,1760000
2023,District of Oak Bay,02-0569-00,V8R 5Z1,,2383 DUNLEVY,1612000,1624000,136000,1760000
2023,District of Oak Bay,02-0570-00,V8R 5Z1,,2369 DUNLEVY,1473000,1391000,197000,1588000
2023,District of Oak Bay,02-0571-00,V8S 4T2,,2355 DUNLEVY,1378000,1390000,114000,1504000
2023,District of Oak Bay,02-0572-00,V8R 5Z1,,2339 DUNLEVY,1422000,1390000,157000,1547000
2023,District of Oak Bay,02-0573-00,V8R 5Z1,,2325 DUNLEVY,2463000,1390000,1451000,2841000
2023,District of Oak Bay,02-0575-00,V8R 5Z6,,2438 HERON,1525000,1389000,267000,1656000
2023,District of Oak Bay,02-0576-00,V8R 5Z6,,2424 HERON,1487000,1389000,224000,1613000
2023,District of Oak Bay,02-0577-00,V8R 5Z6,,2410 HERON,1394000,1389000,131000,1520000
2023,District of Oak Bay,02-0578-00,V8R 5Z6,,2396 HERON,1355500,1389000,92900,1481900
2023,District of Oak Bay,02-0579-00,V8R 5Z6,,2382 HERON,1871000,1621000,442000,2063000
2023,District of Oak Bay,02-0579-00,V8R 5Z6,,2382 HERON,1871000,1621000,442000,2063000
2023,District of Oak Bay,02-0581-00,V8R 2S9,,2592 ESTEVAN,1541000,1343000,360000,1703000
2023,District of Oak Bay,02-0582-00,V8R 2S9,,2584 ESTEVAN,1340000,1343000,121000,1464000
2023,District of Oak Bay,02-0583-00,V8R 2S9,,2576 ESTEVAN,1390000,1343000,183000,1526000
2023,District of Oak Bay,02-0584-00,V8R 2S9,,2568 ESTEVAN,1356000,1343000,142000,1485000
2023,District of Oak Bay,02-0585-00,V8R 2S9,,2560 ESTEVAN,2015000,1343000,905000,2248000
2023,District of Oak Bay,02-0586-00,V8R 5Z3,,2547 DUNLEVY,1603000,1390000,376000,1766000
2023,District of Oak Bay,02-0587-00,V8R 5Z3,,2559 DUNLEVY,1884000,1390000,686000,2076000
2023,District of Oak Bay,02-0588-00,V8R 6L3,,2571 DUNLEVY,1787000,1622000,321000,1943000
2023,District of Oak Bay,02-0588-00,V8R 5Z3,,2571 DUNLEVY,1787000,1622000,321000,1943000
2023,District of Oak Bay,02-0590-00,V8R 5Z3,,2595 DUNLEVY,1657000,1623000,194000,1817000
2023,District of Oak Bay,02-0591-00,V8R 5Z8,,2544 HERON,1548000,1490000,200000,1690000
2023,District of Oak Bay,02-0593-00,V8R 1G2,,2564 HERON,1956900,2060000,95600,2155600
2023,District of Oak Bay,02-0593-00,V8R 1G2,,2564 HERON,1956900,2060000,95600,2155600
2023,District of Oak Bay,02-0594-00,V8R 6S4,,2594 HERON,1465000,1390000,202000,1592000
2023,District of Oak Bay,02-0595-00,V8R 6A2,,2706 HERON,1418000,1390000,163000,1553000
2023,District of Oak Bay,02-0596-00,V8R 6A2,,2720 HERON,1796000,1390000,629000,2019000
2023,District of Oak Bay,02-0597-00,V8R 6A2,,2734 HERON,1396000,1390000,133000,1523000
2023,District of Oak Bay,02-0599-01,V8R 6A2,,2742 HERON,1560000,1390000,301000,1691000
2023,District of Oak Bay,02-0599-01,V8R 6A2,,2742 HERON,1560000,1390000,301000,1691000
2023,District of Oak Bay,02-0599-02,V8R 6A2,,2752 HERON,1750000,1517000,399000,1916000
2023,District of Oak Bay,02-0600-00,V8R 2T3,,2641 ESTEVAN,1315900,1358000,86500,1444500
2023,District of Oak Bay,02-0601-00,V8R 2T1,,2633 ESTEVAN,1526000,1358000,314000,1672000
2023,District of Oak Bay,02-0602-00,V8R 2T1,,2625 ESTEVAN,1435000,1358000,215000,1573000
2023,District of Oak Bay,02-0603-00,V8R 2T1,,2617 ESTEVAN,1493000,1358000,272000,1630000
2023,District of Oak Bay,02-0604-00,V8R 2T1,,2609 ESTEVAN,1393000,1358000,170000,1528000
2023,District of Oak Bay,02-0605-00,V8R 5Z7,,2439 HERON,1348700,1385000,101000,1486000
2023,District of Oak Bay,02-0606-00,V8R 5Z7,,2425 HERON,1373000,1390000,110000,1500000
2023,District of Oak Bay,02-0607-00,V8R 5Z7,,2411 HERON,1384000,1389000,121000,1510000
2023,District of Oak Bay,02-0608-00,V8R 5Z7,,2397 HERON,1372000,1389000,110000,1499000
2023,District of Oak Bay,02-0609-00,V8N 2L3,,2383 HERON,1584000,1622000,330000,1952000
2023,District of Oak Bay,02-0611-00,V8R 6A4,,2438 LINCOLN,1466000,1390000,200000,1590000
2023,District of Oak Bay,02-0612-00,V8R 6A4,,2424 LINCOLN,1700000,1390000,501000,1891000
2023,District of Oak Bay,02-0613-00,V8R 6A4,,2410 LINCOLN,1411000,1389000,151000,1540000
2023,District of Oak Bay,02-0614-00,V8R 6A4,,2396 LINCOLN,1349400,1389000,88200,1477200
2023,District of Oak Bay,02-0615-00,V8R 2T2,,2640 ESTEVAN,1786000,1358000,628000,1986000
2023,District of Oak Bay,02-0616-00,V8R 2T2,,2632 ESTEVAN,1583000,1358000,392000,1750000
2023,District of Oak Bay,02-0617-00,V8R 2T2,,2624 ESTEVAN,1429000,1357000,201000,1558000
2023,District of Oak Bay,02-0618-00,V8R 2T2,,2616 ESTEVAN,1888000,1357000,751000,2108000
2023,District of Oak Bay,02-0618-00,V8R 2T2,,2616 ESTEVAN,1888000,1357000,751000,2108000
2023,District of Oak Bay,02-0619-00,V8R 2T2,,2608 ESTEVAN,1717000,1357000,532000,1889000
2023,District of Oak Bay,02-0620-00,V6P 6R2,,2547 HERON,1569000,1391000,318000,1709000
2023,District of Oak Bay,02-0621-00,V8R 5Z9,,2563 HERON,1399000,1391000,135000,1526000
2023,District of Oak Bay,02-0622-00,V8R 5Z9,,2571 HERON,1451000,1391000,184000,1575000
2023,District of Oak Bay,02-0623-00,V8R 5Z9,,2583 HERON,1551000,1391000,254000,1645000
2023,District of Oak Bay,02-0624-00,V8R 5Z9,,2595 HERON,1435000,1391000,175000,1566000
2023,District of Oak Bay,02-0625-00,V8R 5Z9,,2609 HERON,1361200,1391000,110000,1501000
2023,District of Oak Bay,02-0626-01,V8R 5Z9,,2627 HERON,1717000,1391000,496000,1887000
2023,District of Oak Bay,02-0626-02,V8R 5Z9,,2637 HERON,2053000,1391000,834000,2225000
2023,District of Oak Bay,02-0627-00,V8R 6A6,,2548 LINCOLN,1444000,1432000,146000,1578000
2023,District of Oak Bay,02-0628-00,V8R 6A6,,2560 LINCOLN,1606000,1432000,327000,1759000
2023,District of Oak Bay,02-0629-00,B3H 2X3,,2572 LINCOLN,1454000,1432000,155000,1587000
2023,District of Oak Bay,02-0630-00,V8R 6A6,,2584 LINCOLN,2458000,1432000,1317000,2749000
2023,District of Oak Bay,02-0631-00,V8R 6A6,,2596 LINCOLN,1424000,1432000,117000,1549000
2023,District of Oak Bay,02-0632-00,V8R 6A6,,2608 LINCOLN,1589000,1432000,320000,1752000
2023,District of Oak Bay,02-0633-00,V8R 6A6,,2620 LINCOLN,2183000,1433000,958000,2391000
2023,District of Oak Bay,02-0634-00,V8R 6A6,,2636 LINCOLN,1638000,1433000,369000,1802000
2023,District of Oak Bay,02-0635-00,V8R 6A6,,2650 LINCOLN,1409600,1433000,104000,1537000
2023,District of Oak Bay,02-0636-00,V8R 6A6,,2664 LINCOLN,1706000,1433000,424000,1857000
2023,District of Oak Bay,02-0637-00,V8R 6A6,,2678 LINCOLN,1457000,1433000,157000,1590000
2023,District of Oak Bay,02-0638-00,V8R 6A7,,2714 LINCOLN,3837000,1922000,2428000,4350000
